"id","usuario_id","descricao_perfil"
"200286","500286","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200287","500287","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200288","500288","Trabalho com paisagismo e manutenção de áreas verdes. Projeto e execução com plantas nativas e exóticas."
"200289","500289","Pintor profissional com 8 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200290","500290","Pedreiro com 19 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200291","500291","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200292","500292","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200293","500293","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200294","500294","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200295","500295","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200296","500296","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200297","500297","Jardineiro com 19 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200298","500298","Trabalho com hidráulica residencial e comercial. Atendo emergências 24h e cobro preço justo pelo serviço."
"200299","500299","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200300","500300","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200301","500301","Eletricista com 20 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200302","500302","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200303","500303","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200304","500304","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200305","500305","Eletricista com 14 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200306","500306","Cuidador de idosos com 20 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200307","500307","Vigilante patrimonial com 6 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200308","500308","Realizo instalação e manutenção de sistemas hidráulicos, caixas d'água, bombas e filtros."
"200309","500309","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200310","500310","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200311","500311","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200312","500312","Cuidador com formação em enfermagem auxiliar. Administração de medicamentos e acompanhamento médico."
"200313","500313","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200314","500314","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200315","500315","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200316","500316","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200317","500317","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200318","500318","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200319","500319","Motorista particular com 7 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200320","500320","Ofereço serviços de limpeza residencial e comercial com 16 anos de experiência. Referências disponíveis."
"200321","500321","Aulas de música: violão, teclado e teoria musical. Atendo crianças, jovens e adultos em domicílio."
"200322","500322","Jardineiro com 9 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200323","500323","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200324","500324","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200325","500325","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200326","500326","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200327","500327","Técnico em informática com 19 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200328","500328","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200329","500329","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200330","500330","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200331","500331","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200332","500332","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200333","500333","Especialista em cuidados paliativos e reabilitação domiciliar. 11 anos de experiência na área."
"200334","500334","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200335","500335","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 17 anos de experiência."
"200336","500336","Cuidador de idosos com 3 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200337","500337","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200338","500338","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200339","500339","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200340","500340","Chef de cozinha com 10 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200341","500341","Chef de cozinha com 7 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200342","500342","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200343","500343","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200344","500344","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200345","500345","Trabalho com manutenção elétrica predial e residencial há 13 anos. Preço acessível e serviço de qualidade."
"200346","500346","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200347","500347","Vigilante patrimonial com 7 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200348","500348","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200349","500349","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200350","500350","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200351","500351","Cuidador de idosos com 12 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200352","500352","Trabalho com paisagismo e manutenção de áreas verdes. Projeto e execução com plantas nativas e exóticas."
"200353","500353","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200354","500354","Diarista experiente com ótimas referências. Realizo faxina completa, lavagem de roupas e organização de ambientes."
"200355","500355","Cuidador com formação em enfermagem auxiliar. Administração de medicamentos e acompanhamento médico."
"200356","500356","Serviços de pintura com 13 anos de mercado. Atendo residências, escritórios e galpões industriais."
"200357","500357","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200358","500358","Pet sitter e dog walker com 8 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200359","500359","Manutenção de gramados, jardins e piscinas. Serviço semanal ou mensal com preço acessível."
"200360","500360","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200361","500361","Eletricista com 9 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200362","500362","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200363","500363","Motorista particular com 19 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200364","500364","Técnico em informática com 9 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200365","500365","Trabalho com manutenção elétrica predial e residencial há 5 anos. Preço acessível e serviço de qualidade."
"200366","500366","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200367","500367","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200368","500368","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200369","500369","Cuidador com formação em enfermagem auxiliar. Administração de medicamentos e acompanhamento médico."
"200370","500370","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200371","500371","Realizo formatação de computadores, instalação de sistemas e limpeza de vírus. Atendimento domiciliar rápido."
"200372","500372","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200373","500373","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200374","500374","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200375","500375","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200376","500376","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200377","500377","Especialista em detecção de vazamentos e reparos de tubulação sem quebra. Tecnologia e experiência de 19 anos."
"200378","500378","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200379","500379","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 14 anos de experiência."
"200380","500380","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200381","500381","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200382","500382","Realizo formatação de computadores, instalação de sistemas e limpeza de vírus. Atendimento domiciliar rápido."
"200383","500383","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200384","500384","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200385","500385","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200386","500386","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200387","500387","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200388","500388","Cuidador de idosos com 18 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200389","500389","Cuidador de idosos com 6 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200390","500390","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200391","500391","Trabalho com manutenção elétrica predial e residencial há 10 anos. Preço acessível e serviço de qualidade."
"200392","500392","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200393","500393","Vigilante patrimonial com 12 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200394","500394","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200395","500395","Realizo pequenas e grandes reformas com responsabilidade e qualidade. 17 anos atendendo na região."
"200396","500396","Motorista particular com 4 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200397","500397","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200398","500398","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200399","500399","Técnico em informática com 5 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200400","500400","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200401","500401","Profissional de limpeza residencial com 12 anos de experiência. Atendo com produtos de qualidade, pontualidade e discrição."
"200402","500402","Pet sitter e dog walker com 11 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200403","500403","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200404","500404","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200405","500405","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200406","500406","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200407","500407","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200408","500408","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200409","500409","Pintor com especialização em texturas e efeitos decorativos. Transforme seu ambiente com qualidade e criatividade."
"200410","500410","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200411","500411","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200412","500412","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200413","500413","Trabalho com manutenção elétrica predial e residencial há 13 anos. Preço acessível e serviço de qualidade."
"200414","500414","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200415","500415","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200416","500416","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200417","500417","Cuidador de idosos com 9 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200418","500418","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200419","500419","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200420","500420","Limpeza residencial especializada em apartamentos. Atendo com produtos inclusos e horário flexível."
"200421","500421","Jardineiro com 20 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200422","500422","Vigilante patrimonial com 17 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200423","500423","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200424","500424","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200425","500425","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200426","500426","Vigilante patrimonial com 3 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200427","500427","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200428","500428","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200429","500429","Eletricista certificado. Atendo emergências, faço laudos e instalações completas seguindo as normas da ABNT."
"200430","500430","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200431","500431","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200432","500432","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200433","500433","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200434","500434","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200435","500435","Pet sitter e dog walker com 16 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200436","500436","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200437","500437","Profissional de segurança com treinamento em primeiros socorros e defesa pessoal. Disponível 12x36."
"200438","500438","Pedreiro com 14 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200439","500439","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200440","500440","Trabalho com manutenção elétrica predial e residencial há 13 anos. Preço acessível e serviço de qualidade."
"200441","500441","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200442","500442","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200443","500443","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200444","500444","Cuidador de idosos com 19 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200445","500445","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200446","500446","Vigilante patrimonial com 16 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200447","500447","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200448","500448","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200449","500449","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200450","500450","Eletricista com 9 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200451","500451","Ofereço transporte executivo e escolar. Veículo próprio, ar-condicionado e CNH válida."
"200452","500452","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200453","500453","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200454","500454","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200455","500455","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200456","500456","Jardineiro com 13 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200457","500457","Pintor com especialização em texturas e efeitos decorativos. Transforme seu ambiente com qualidade e criatividade."
"200458","500458","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200459","500459","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200460","500460","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200461","500461","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200462","500462","Trabalho com manutenção elétrica predial e residencial há 4 anos. Preço acessível e serviço de qualidade."
"200463","500463","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200464","500464","Limpeza residencial especializada em apartamentos. Atendo com produtos inclusos e horário flexível."
"200465","500465","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200466","500466","Pintor profissional com 19 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200467","500467","Serviços de pintura com 8 anos de mercado. Atendo residências, escritórios e galpões industriais."
"200468","500468","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200469","500469","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200470","500470","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200471","500471","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200472","500472","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200473","500473","Encanador com 13 anos de atuação. Conserto de vazamentos, instalação de pias, vasos e chuveiros com rapidez."
"200474","500474","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200475","500475","Pedreiro com 7 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200476","500476","Jardineiro com 6 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200477","500477","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200478","500478","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200479","500479","Cuidador com formação em enfermagem auxiliar. Administração de medicamentos e acompanhamento médico."
"200480","500480","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 5 anos de experiência."
"200481","500481","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200482","500482","Chef de cozinha com 18 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200483","500483","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200484","500484","Ofereço serviços de limpeza residencial e comercial com 14 anos de experiência. Referências disponíveis."
"200485","500485","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200486","500486","Especialista em cuidados paliativos e reabilitação domiciliar. 16 anos de experiência na área."
"200487","500487","Eletricista com 12 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200488","500488","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
"200489","500489","Trabalho com hidráulica residencial e comercial. Atendo emergências 24h e cobro preço justo pelo serviço."
"200490","500490","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200491","500491","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200492","500492","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200493","500493","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200494","500494","Pet sitter e dog walker com 19 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200495","500495","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200496","500496","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200497","500497","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200498","500498","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200499","500499","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200500","500500","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200501","500501","Encanador certificado com experiência em projetos residenciais e comerciais. Trabalho limpo e garantido."
"200502","500502","Eletricista com 4 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200503","500503","Trabalho com manutenção elétrica predial e residencial há 5 anos. Preço acessível e serviço de qualidade."
"200504","500504","Professor de educação física e personal trainer. Aulas de natação, musculação e condicionamento físico."
"200505","500505","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200506","500506","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200507","500507","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200508","500508","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200509","500509","Professor particular com 11 anos de experiência em matemática, física e química para ensino médio e vestibular."
"200510","500510","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200511","500511","Instalação de tomadas, lâmpadas, ventiladores, ar-condicionado e quadros elétricos. Serviço rápido e com garantia."
"200512","500512","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200513","500513","Pintor profissional com 13 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200514","500514","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200515","500515","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200516","500516","Pintor com especialização em texturas e efeitos decorativos. Transforme seu ambiente com qualidade e criatividade."
"200517","500517","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200518","500518","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200519","500519","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200520","500520","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200521","500521","Pedreiro com 7 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200522","500522","Realizo instalação e manutenção de sistemas hidráulicos, caixas d'água, bombas e filtros."
"200523","500523","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200524","500524","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200525","500525","Pintor com especialização em texturas e efeitos decorativos. Transforme seu ambiente com qualidade e criatividade."
"200526","500526","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200527","500527","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200528","500528","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200529","500529","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200530","500530","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200531","500531","Vigilante patrimonial com 10 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200532","500532","Especialista em cuidados paliativos e reabilitação domiciliar. 15 anos de experiência na área."
"200533","500533","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200534","500534","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200535","500535","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200536","500536","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200537","500537","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200538","500538","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200539","500539","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200540","500540","Chef de cozinha com 2 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200541","500541","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200542","500542","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200543","500543","Trabalho com paisagismo e manutenção de áreas verdes. Projeto e execução com plantas nativas e exóticas."
"200544","500544","Ofereço serviços de limpeza residencial e comercial com 15 anos de experiência. Referências disponíveis."
"200545","500545","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200546","500546","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200547","500547","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 13 anos de experiência."
"200548","500548","Trabalho com manutenção elétrica predial e residencial há 3 anos. Preço acessível e serviço de qualidade."
"200549","500549","Técnico em informática com 16 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200550","500550","Eletricista certificado. Atendo emergências, faço laudos e instalações completas seguindo as normas da ABNT."
"200551","500551","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200552","500552","Professor de educação física e personal trainer. Aulas de natação, musculação e condicionamento físico."
"200553","500553","Jardineiro com 14 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200554","500554","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200555","500555","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200556","500556","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200557","500557","Técnico em informática com 9 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200558","500558","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200559","500559","Motorista particular com 14 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200560","500560","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200561","500561","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200562","500562","Instalação de tomadas, lâmpadas, ventiladores, ar-condicionado e quadros elétricos. Serviço rápido e com garantia."
"200563","500563","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 8 anos de experiência."
"200564","500564","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200565","500565","Professor de educação física e personal trainer. Aulas de natação, musculação e condicionamento físico."
"200566","500566","Pintor profissional com 6 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200567","500567","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200568","500568","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
