"id","solicitacao_id","cliente_id","prestador_id","nota","comentario","criado_em"
"200747","400747","600983","200688","5","Resolveu tudo rapidinho e com muita qualidade.","2026-02-09 19:46:48"
"200455","400455","600306","200659","1","Serviço de qualidade ruim.","2026-02-09 23:10:22"
"200702","400702","600411","200850","4","Profissional dedicado e competente. Nota 10!","2026-02-10 09:06:52"
"200744","400744","601408","200253","1","Não recomendo, fui mal atendido.","2026-02-10 09:28:40"
"200760","400760","601322","200715","5","Muito satisfeito com o resultado. Recomendo.","2026-02-10 11:06:43"
"200967","400967","600446","200068","4","","2026-02-10 19:08:01"
"200280","400280","600739","200403","5","mt bom","2026-02-10 23:05:39"
"200085","400085","600579","200688","5","Profissional sério e comprometido. Recomendo a todos.","2026-02-11 04:02:36"
"200265","400265","601286","200665","3","Bueno.","2026-02-11 11:07:47"
"200853","400853","601096","200687","5","","2026-02-11 11:41:18"
"200404","400404","601056","200932","5","Serviço de ótima qualidade, voltarei a contratar.","2026-02-11 12:13:49"
"200401","400401","601443","200071","5","Muito bom mesmo!","2026-02-11 16:52:42"
"200995","400995","600904","200444","5","Incrível, superou tudo.","2026-02-11 21:02:27"
"200139","400139","600748","200077","5","","2026-02-11 23:30:18"
"200054","400054","601371","200877","5","Ótimo serviço! Ficou melhor do que esperava.","2026-02-12 01:24:09"
"200931","400931","600410","200605","1","Profissional pouco atencioso e descuidado.","2026-02-12 06:19:52"
"200650","400650","600259","200648","5","Muito bom mesmo!","2026-02-12 10:19:13"
"200365","400365","600213","200670","3","Tudo realizado de acordo.","2026-02-12 14:40:40"
"200670","400670","600116","200481","3","Ok.","2026-02-12 16:23:08"
"200375","400375","600833","200178","5","Trabalho impecável, superou minhas expectativas.","2026-02-13 01:21:40"
"200341","400341","600016","200297","5","Excelente profissional, super recomendo!","2026-02-13 02:15:07"
"200261","400261","600765","200866","3","Razoável, nada além do básico.","2026-02-13 03:07:41"
"200302","400302","600474","200841","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-02-13 07:05:13"
"200595","400595","601256","200670","4","Profissional dedicado e competente. Nota 10!","2026-02-13 08:51:23"
"200335","400335","601293","200036","4","","2026-02-13 09:04:19"
"200849","400849","600201","200981","5","Excelente profissional, super recomendo!","2026-02-13 11:19:24"
"200074","400074","600398","200311","5","Adorei o resultado final! Muito profissional.","2026-02-13 12:33:05"
"200643","400643","600450","200372","2","Faltou profissionalismo.","2026-02-13 13:35:31"
"200990","400990","600615","200366","5","Cumpriu tudo o que prometeu. Excelente!","2026-02-13 13:38:25"
"200847","400847","600542","200728","5","Preço justo e serviço de alta qualidade.","2026-02-13 16:52:41"
"200653","400653","601137","200695","4","","2026-02-13 17:47:20"
"200246","400246","601448","200944","4","Cumpriu tudo o que prometeu. Excelente!","2026-02-13 18:42:16"
"200493","400493","601232","200713","5","Resolveu tudo rapidinho e com muita qualidade.","2026-02-13 21:07:37"
"200717","400717","601449","200810","3","Normal, sem nada a destacar.","2026-02-13 21:15:05"
"200194","400194","600311","200328","5","Ótimo serviço! Ficou melhor do que esperava.","2026-02-13 23:03:29"
"200516","400516","600606","200118","5","Recomendo sem hesitar. Trabalho nota 10!","2026-02-14 02:16:07"
"200726","400726","600636","200017","1","Decepcionante, não voltaria a contratar.","2026-02-14 03:31:00"
"200541","400541","600339","200661","4","","2026-02-14 06:07:35"
"200413","400413","601074","200420","5","Serviço de ótima qualidade, voltarei a contratar.","2026-02-14 08:24:17"
"200221","400221","600328","200937","5","Muito satisfeito com o resultado. Recomendo.","2026-02-14 10:24:41"
"200183","400183","600132","200818","3","Atendeu às expectativas.","2026-02-14 10:40:55"
"200531","400531","600101","200594","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-02-14 15:33:06"
"200157","400157","600363","200926","2","Demorou mais do que o combinado.","2026-02-14 23:00:08"
"200456","400456","600458","200733","5","Trabalho impecável, superou minhas expectativas.","2026-02-15 02:38:38"
"200204","400204","600910","200694","5","Recomendo sem hesitar. Trabalho nota 10!","2026-02-15 15:28:31"
"200530","400530","601175","200881","4","Recomendo sem hesitar. Trabalho nota 10!","2026-02-15 15:52:23"
"200339","400339","600378","200291","2","Deixou o ambiente sujo após o trabalho.","2026-02-15 17:00:29"
"200936","400936","601136","200735","4","Incrível, superou tudo.","2026-02-15 17:41:20"
"200715","400715","600582","200417","5","Muito bom mesmo!","2026-02-15 19:45:33"
"200229","400229","600550","200258","5","Fez um serviço excelente com um ótimo preço.","2026-02-15 20:09:52"
"200343","400343","600614","200789","5","Serviço de ótima qualidade, voltarei a contratar.","2026-02-15 20:11:57"
"200933","400933","600335","200024","4","Ótimo serviço! Ficou melhor do que esperava.","2026-02-15 23:52:20"
"200774","400774","600346","200455","2","Serviço mal feito, precisou refazer partes.","2026-02-16 04:45:26"
"200305","400305","600764","200940","4","Trabalho impecável, superou minhas expectativas.","2026-02-16 10:06:16"
"200101","400101","600901","200980","5","Muito satisfeito com o resultado. Recomendo.","2026-02-16 10:28:51"
"200902","400902","601380","200053","1","Serviço de qualidade ruim.","2026-02-16 17:54:17"
"200873","400873","600967","200062","2","Não tive o serviço esperado.","2026-02-16 19:58:18"
"200452","400452","600752","200770","5","Trabalho feito com muito cuidado e dedicação.","2026-02-16 22:08:33"
"200295","400295","600688","200663","3","Foi ok, mas poderia ser melhor.","2026-02-16 23:59:45"
"200242","400242","600295","200836","5","Melhor profissional que já contratei nessa área.","2026-02-17 08:25:39"
"200582","400582","600840","200772","3","Razoável, nada além do básico.","2026-02-17 11:25:07"
"200004","400004","600327","200139","4","Profissional sério e comprometido. Recomendo a todos.","2026-02-17 14:32:38"
"200384","400384","600441","200957","5","Serviço impecável. Pontual e prestativo.","2026-02-17 17:58:35"
"200547","400547","600855","200823","5","Profissional dedicado e competente. Nota 10!","2026-02-17 18:11:55"
"200546","400546","601121","200773","4","Perfeito, amei!","2026-02-17 18:28:33"
"200791","400791","600940","200032","2","Faltou profissionalismo.","2026-02-17 21:24:51"
"200820","400820","600317","200889","4","Perfeito, amei!","2026-02-18 01:07:51"
"200324","400324","600932","200323","2","","2026-02-18 04:06:54"
"200840","400840","600936","200411","5","Serviço impecável. Pontual e prestativo.","2026-02-18 04:50:33"
"200683","400683","600221","200816","5","Ótimo atendimento, serviço entregue no prazo.","2026-02-18 08:44:14"
"200883","400883","600359","200742","5","Excelente profissional, super recomendo!","2026-02-18 19:27:33"
"200120","400120","600117","200937","4","Profissional dedicado e competente. Nota 10!","2026-02-18 22:44:22"
"200580","400580","600787","200111","5","Serviço de ótima qualidade, voltarei a contratar.","2026-02-19 00:58:37"
"200926","400926","600418","200512","4","Muito bom mesmo!","2026-02-19 04:28:08"
"200776","400776","600631","200118","4","Fez um serviço excelente com um ótimo preço.","2026-02-19 08:25:00"
"200451","400451","601113","200863","5","Ótimo serviço! Ficou melhor do que esperava.","2026-02-19 09:46:23"
"200237","400237","600764","200872","3","Atendeu às expectativas.","2026-02-19 10:02:08"
"200024","400024","600021","200138","5","Excelente profissional, super recomendo!","2026-02-19 18:44:06"
"200536","400536","600503","200332","5","Serviço impecável. Pontual e prestativo.","2026-02-19 19:03:11"
"200534","400534","600671","200923","3","Ok.","2026-02-19 19:42:43"
"200304","400304","600628","200098","4","Excelente profissional, super recomendo!","2026-02-19 22:14:49"
"200754","400754","600308","200300","1","","2026-02-20 00:06:19"
"200352","400352","600193","200026","5","Recomendo sem hesitar. Trabalho nota 10!","2026-02-20 01:14:54"
"200815","400815","600679","200558","5","Recomendo sem hesitar. Trabalho nota 10!","2026-02-20 04:33:16"
"200482","400482","600573","200852","4","Cumpriu tudo o que prometeu. Excelente!","2026-02-20 07:02:34"
"201000","401000","600636","200869","5","Muito bom mesmo!","2026-02-20 13:50:12"
"200317","400317","600038","200887","2","Demorou mais do que o combinado.","2026-02-20 20:14:36"
"200768","400768","600725","200666","1","Preço não condizente com a qualidade entregue.","2026-02-20 22:04:00"
"200107","400107","601313","200881","5","Melhor profissional que já contratei nessa área.","2026-02-21 02:53:33"
"200491","400491","600890","200420","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-02-21 05:28:45"
"200672","400672","600476","200246","4","mt bom","2026-02-21 10:34:40"
"200592","400592","600828","200060","5","Top demais!","2026-02-21 12:59:41"
"200376","400376","600635","200679","4","Incrível, superou tudo.","2026-02-21 15:00:55"
"200001","400001","600108","200275","2","Péssimo atendimento.","2026-02-21 18:13:50"
"200903","400903","601089","200470","4","","2026-02-21 18:20:05"
"200897","400897","600796","200043","4","Ótimo serviço! Ficou melhor do que esperava.","2026-02-21 19:56:28"
"200660","400660","600043","200054","5","Fez um serviço excelente com um ótimo preço.","2026-02-21 23:04:23"
"200687","400687","600393","200614","5","Melhor profissional que já contratei nessa área.","2026-02-21 23:28:14"
"200918","400918","601318","200976","5","Ótimo atendimento, serviço entregue no prazo.","2026-02-22 10:43:39"
"200757","400757","601341","200505","5","Melhor profissional que já contratei nessa área.","2026-02-22 11:08:55"
"200250","400250","600487","200024","4","","2026-02-22 14:19:20"
"200976","400976","601233","200181","5","Melhor profissional que já contratei nessa área.","2026-02-22 20:09:05"
"200522","400522","600802","200884","4","Preço justo e serviço de alta qualidade.","2026-02-22 21:04:54"
"200479","400479","600200","200797","5","Cumpriu tudo o que prometeu. Excelente!","2026-02-23 02:58:53"
"200492","400492","601363","200181","2","Profissional pouco atencioso e descuidado.","2026-02-23 05:16:55"
"200818","400818","601476","200204","3","Serviço mediano, mas resolveu o problema.","2026-02-23 06:05:41"
"200639","400639","600213","200129","5","Incrível, superou tudo.","2026-02-23 08:56:03"
"200711","400711","600319","200974","5","Muito bom trabalho. Faria negócio de novo.","2026-02-23 12:17:29"
"200618","400618","600555","200361","2","Péssimo atendimento.","2026-02-23 23:44:10"
"200326","400326","600661","200550","5","Melhor profissional que já contratei nessa área.","2026-02-24 14:00:06"
"200147","400147","600748","200523","5","Fez um serviço excelente com um ótimo preço.","2026-02-25 02:00:29"
"200729","400729","600869","200003","5","Perfeito, amei!","2026-02-25 02:38:39"
"200876","400876","600149","200001","5","Profissional sério e comprometido. Recomendo a todos.","2026-02-25 03:59:39"
"200587","400587","600248","200814","5","","2026-02-25 07:59:53"
"200392","400392","601366","200752","5","Cumpriu tudo o que prometeu. Excelente!","2026-02-25 10:56:06"
"200826","400826","601252","200503","5","Top demais!","2026-02-25 16:42:16"
"200122","400122","600245","200683","5","Profissional sério e comprometido. Recomendo a todos.","2026-02-25 17:02:41"
"200193","400193","600420","200824","4","Perfeito, amei!","2026-02-25 17:48:16"
"200378","400378","600977","200876","5","Resolveu tudo rapidinho e com muita qualidade.","2026-02-25 18:54:31"
"200585","400585","601173","200345","5","Muito satisfeito com o resultado. Recomendo.","2026-02-25 21:25:08"
"200105","400105","600119","200564","2","Resultado final deixou a desejar.","2026-02-25 22:29:38"
"200959","400959","600144","200632","2","Faltou profissionalismo.","2026-02-25 22:58:03"
"200322","400322","601296","200659","5","Preço justo e serviço de alta qualidade.","2026-02-26 02:06:47"
"200861","400861","600600","200539","4","Ótimo serviço! Ficou melhor do que esperava.","2026-02-26 02:19:06"
"200886","400886","601228","200968","5","Perfeito, amei!","2026-02-26 07:01:03"
"200034","400034","600628","200150","5","Incrível, superou tudo.","2026-02-26 13:03:59"
"200872","400872","600212","200196","1","Não recomendo, fui mal atendido.","2026-02-26 13:45:58"
"200948","400948","601377","200223","5","Melhor profissional que já contratei nessa área.","2026-02-26 21:43:31"
"200111","400111","600718","200519","5","mt bom","2026-02-27 02:46:05"
"200707","400707","600093","200570","5","Incrível, superou tudo.","2026-02-27 09:25:08"
"200332","400332","600281","200324","5","Serviço impecável. Pontual e prestativo.","2026-02-27 09:51:46"
"200693","400693","601454","200969","4","Muito bom mesmo!","2026-02-27 10:05:39"
"200446","400446","600548","200531","2","Péssimo atendimento.","2026-02-27 13:30:38"
"200596","400596","600657","200688","4","Trabalho feito com muito cuidado e dedicação.","2026-02-27 15:58:47"
"200971","400971","601141","200639","5","Incrível, superou tudo.","2026-02-28 06:46:29"
"200665","400665","600665","200740","4","Profissional sério e comprometido. Recomendo a todos.","2026-02-28 09:39:48"
"200146","400146","600279","200801","5","Preço justo e serviço de alta qualidade.","2026-02-28 15:14:53"
"200315","400315","601276","200892","5","Perfeito, amei!","2026-02-28 18:15:45"
"200273","400273","601343","200109","3","Razoável, nada além do básico.","2026-02-28 20:44:13"
"200630","400630","600010","200034","3","","2026-03-01 00:58:12"
"200208","400208","600706","200717","5","Profissional dedicado e competente. Nota 10!","2026-03-01 02:11:10"
"200621","400621","601051","200857","5","Serviço de ótima qualidade, voltarei a contratar.","2026-03-01 04:37:35"
"200712","400712","601480","200687","4","Melhor profissional que já contratei nessa área.","2026-03-01 04:59:10"
"200009","400009","600544","200481","5","Incrível, superou tudo.","2026-03-01 05:51:20"
"200739","400739","600548","200242","5","Top demais!","2026-03-01 14:43:08"
"200568","400568","600195","200029","5","Incrível, superou tudo.","2026-03-01 17:05:43"
"200432","400432","600681","200064","1","Muito abaixo do esperado.","2026-03-01 18:10:17"
"200848","400848","600302","200614","1","Deixou o ambiente sujo após o trabalho.","2026-03-01 19:48:02"
"200866","400866","601384","200721","5","Muito bom trabalho. Faria negócio de novo.","2026-03-01 20:16:28"
"200123","400123","601307","200888","5","Muito bom mesmo!","2026-03-01 21:18:17"
"200506","400506","600535","200038","1","Não recomendo, fui mal atendido.","2026-03-01 23:38:52"
"200325","400325","600913","200405","4","Muito bom trabalho. Faria negócio de novo.","2026-03-02 02:15:50"
"200132","400132","601114","200732","3","Foi ok, mas poderia ser melhor.","2026-03-02 11:15:25"
"200640","400640","601362","200449","1","Não valeu o preço.","2026-03-02 11:44:19"
"200368","400368","601385","200192","5","Excelente profissional, super recomendo!","2026-03-02 14:02:41"
"200342","400342","600898","200447","3","Foi ok, mas poderia ser melhor.","2026-03-02 15:01:09"
"200338","400338","601050","200886","5","Profissional dedicado e competente. Nota 10!","2026-03-02 21:20:40"
"200356","400356","601024","200020","4","Profissional dedicado e competente. Nota 10!","2026-03-02 21:26:00"
"200540","400540","601437","201000","5","Melhor profissional que já contratei nessa área.","2026-03-02 21:41:28"
"200969","400969","600266","200581","4","Profissional dedicado e competente. Nota 10!","2026-03-03 00:15:17"
"200428","400428","600689","200676","4","Fez um serviço excelente com um ótimo preço.","2026-03-03 03:39:19"
"200773","400773","601018","200888","4","Ótimo atendimento, serviço entregue no prazo.","2026-03-03 04:04:34"
"200046","400046","600550","200579","4","Recomendo sem hesitar. Trabalho nota 10!","2026-03-03 13:27:30"
"200961","400961","600702","200149","3","Atendeu às expectativas.","2026-03-03 16:27:40"
"200914","400914","600001","200316","5","Recomendo sem hesitar. Trabalho nota 10!","2026-03-03 18:06:39"
"200664","400664","600871","200290","5","Trabalho feito com muito cuidado e dedicação.","2026-03-03 20:21:06"
"200478","400478","601218","200638","1","Decepcionante, não voltaria a contratar.","2026-03-03 20:42:08"
"200268","400268","600588","200141","5","Muito bom trabalho. Faria negócio de novo.","2026-03-04 06:47:35"
"200553","400553","600381","200953","5","Serviço de ótima qualidade, voltarei a contratar.","2026-03-04 11:39:32"
"200201","400201","600955","200101","5","Recomendo sem hesitar. Trabalho nota 10!","2026-03-04 13:06:17"
"200232","400232","600620","200500","2","Não valeu o preço.","2026-03-04 18:12:28"
"200904","400904","600810","200735","3","Ok.","2026-03-04 20:17:42"
"200489","400489","601196","200458","5","mt bom","2026-03-04 23:54:29"
"200061","400061","600954","200588","5","Perfeito, amei!","2026-03-05 01:11:20"
"200359","400359","600463","200822","5","Perfeito, amei!","2026-03-05 04:04:37"
"200112","400112","600164","200388","5","Recomendo sem hesitar. Trabalho nota 10!","2026-03-05 05:35:23"
"200466","400466","600978","200707","5","Melhor profissional que já contratei nessa área.","2026-03-05 14:33:06"
"200731","400731","601145","200013","5","Cumpriu tudo o que prometeu. Excelente!","2026-03-06 05:18:53"
"200435","400435","600312","200933","5","Ótimo serviço! Ficou melhor do que esperava.","2026-03-06 05:31:51"
"200877","400877","601168","200104","4","Top demais!","2026-03-06 10:48:25"
"200190","400190","600613","200970","5","Muito bom trabalho. Faria negócio de novo.","2026-03-06 12:46:38"
"200212","400212","601252","200459","1","Decepcionante, não voltaria a contratar.","2026-03-06 16:04:17"
"200964","400964","600948","200771","3","Serviço ok, dentro do esperado.","2026-03-06 16:19:50"
"200234","400234","600924","200653","1","Profissional pouco atencioso e descuidado.","2026-03-06 21:12:46"
"200391","400391","600669","200261","3","Ok.","2026-03-07 00:25:57"
"200758","400758","601385","200068","3","Serviço ok, dentro do esperado.","2026-03-07 03:39:08"
"200016","400016","600998","200674","4","Profissional sério e comprometido. Recomendo a todos.","2026-03-07 10:08:35"
"200527","400527","600571","200231","5","Adorei o resultado final! Muito profissional.","2026-03-07 11:13:59"
"200064","400064","601027","200589","5","Fez um serviço excelente com um ótimo preço.","2026-03-07 11:21:53"
"200286","400286","600506","200056","5","Profissional sério e comprometido. Recomendo a todos.","2026-03-07 12:45:40"
"200331","400331","600508","200088","2","Serviço mal feito, precisou refazer partes.","2026-03-07 14:34:42"
"200511","400511","600155","200239","5","Serviço de ótima qualidade, voltarei a contratar.","2026-03-07 15:16:14"
"200406","400406","601121","200162","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-03-07 16:14:54"
"200852","400852","601151","200852","5","Serviço impecável. Pontual e prestativo.","2026-03-07 18:06:11"
"200272","400272","601157","200043","5","Muito bom trabalho. Faria negócio de novo.","2026-03-07 20:05:38"
"200519","400519","600891","200295","4","Recomendo sem hesitar. Trabalho nota 10!","2026-03-07 22:57:57"
"200042","400042","601488","200378","4","Preço justo e serviço de alta qualidade.","2026-03-08 00:53:29"
"200638","400638","600838","200144","2","Péssimo atendimento.","2026-03-08 01:54:04"
"200525","400525","600284","200547","4","Cumpriu tudo o que prometeu. Excelente!","2026-03-08 03:39:29"
"200952","400952","601278","200650","5","","2026-03-08 05:41:05"
"200607","400607","600609","200827","4","Muito bom trabalho. Faria negócio de novo.","2026-03-08 07:27:57"
"200973","400973","600992","200292","3","Dentro do esperado.","2026-03-08 09:09:07"
"200738","400738","601221","200395","5","Preço justo e serviço de alta qualidade.","2026-03-08 11:36:22"
"200755","400755","600126","200215","5","Adorei o resultado final! Muito profissional.","2026-03-08 17:50:26"
"200247","400247","601381","200613","4","Recomendo sem hesitar. Trabalho nota 10!","2026-03-08 18:38:07"
"200928","400928","600147","200348","5","Profissional sério e comprometido. Recomendo a todos.","2026-03-08 19:00:27"
"200985","400985","600663","200349","5","Perfeito, amei!","2026-03-09 03:30:57"
"200364","400364","600247","200582","5","Muito bom trabalho. Faria negócio de novo.","2026-03-09 03:41:20"
"200869","400869","601361","200599","4","Cumpriu tudo o que prometeu. Excelente!","2026-03-09 04:03:04"
"200919","400919","601087","200854","4","Trabalho impecável, superou minhas expectativas.","2026-03-09 09:39:06"
"200497","400497","600769","200076","2","Serviço mal feito, precisou refazer partes.","2026-03-09 10:21:12"
"200935","400935","601134","200111","1","Não tive o serviço esperado.","2026-03-09 11:36:04"
"200178","400178","600961","200439","5","Excelente profissional, super recomendo!","2026-03-09 14:40:41"
"200680","400680","600456","200655","2","Preço não condizente com a qualidade entregue.","2026-03-09 16:57:14"
"200846","400846","600974","200275","5","Excelente profissional, super recomendo!","2026-03-09 20:07:51"
"200168","400168","601370","200006","5","Fez um serviço excelente com um ótimo preço.","2026-03-09 23:58:00"
"200411","400411","601098","200069","1","Demorou mais do que o combinado.","2026-03-10 02:17:40"
"200236","400236","600620","200120","5","Cumpriu tudo o que prometeu. Excelente!","2026-03-10 02:46:42"
"200996","400996","600584","200258","5","Incrível, superou tudo.","2026-03-10 07:40:01"
"200710","400710","600947","200210","5","Adorei o resultado final! Muito profissional.","2026-03-10 16:37:44"
"200535","400535","601116","200963","1","Preço não condizente com a qualidade entregue.","2026-03-10 17:17:40"
"200767","400767","601183","200550","3","Serviço mediano, mas resolveu o problema.","2026-03-10 19:49:52"
"200395","400395","601257","200357","5","Serviço impecável. Pontual e prestativo.","2026-03-11 01:15:39"
"200071","400071","600519","200292","3","Serviço mediano, mas resolveu o problema.","2026-03-11 10:39:23"
"200114","400114","601301","200695","2","Não cumpriu o prazo acordado.","2026-03-11 13:38:45"
"200984","400984","600587","200219","5","Resolveu tudo rapidinho e com muita qualidade.","2026-03-11 15:20:34"
"200626","400626","600106","200940","5","Cumpriu tudo o que prometeu. Excelente!","2026-03-11 16:07:52"
"200100","400100","600945","200713","2","Muito abaixo do esperado.","2026-03-11 16:44:55"
"200981","400981","600804","200740","3","Serviço ok, dentro do esperado.","2026-03-11 18:02:42"
"200119","400119","600208","200277","3","Serviço ok, dentro do esperado.","2026-03-12 02:53:44"
"200400","400400","600732","200148","5","mt bom","2026-03-12 03:30:55"
"200053","400053","600251","200708","1","Não valeu o preço.","2026-03-12 06:18:05"
"200998","400998","601235","200747","5","Profissional sério e comprometido. Recomendo a todos.","2026-03-12 07:22:43"
"200092","400092","600036","200456","5","Resolveu tudo rapidinho e com muita qualidade.","2026-03-12 10:44:15"
"200373","400373","600190","200940","5","Muito pontual e educado. Ficou perfeito!","2026-03-12 11:51:00"
"200500","400500","600452","200437","5","Incrível, superou tudo.","2026-03-12 13:15:14"
"200467","400467","601407","200392","5","Profissional sério e comprometido. Recomendo a todos.","2026-03-12 14:08:38"
"200972","400972","601356","200645","5","Muito bom trabalho. Faria negócio de novo.","2026-03-12 14:42:06"
"200344","400344","600906","200232","1","Muito abaixo do esperado.","2026-03-12 17:39:38"
"200173","400173","600030","200115","1","Deixou o ambiente sujo após o trabalho.","2026-03-12 21:39:51"
"200117","400117","601281","200689","3","Razoável, nada além do básico.","2026-03-12 23:26:49"
"200472","400472","601294","200775","4","Muito bom mesmo!","2026-03-13 02:02:46"
"200186","400186","600402","200264","2","Não recomendo, fui mal atendido.","2026-03-13 11:53:02"
"200206","400206","600170","200598","4","Muito pontual e educado. Ficou perfeito!","2026-03-13 12:10:12"
"200856","400856","600039","200291","5","Fez um serviço excelente com um ótimo preço.","2026-03-13 15:36:49"
"200067","400067","600964","200555","3","","2026-03-13 19:18:14"
"200108","400108","600862","201000","5","Ótimo serviço! Ficou melhor do que esperava.","2026-03-13 23:10:19"
"200426","400426","601072","200290","4","Incrível, superou tudo.","2026-03-14 03:43:14"
"200789","400789","600649","200094","1","Não tive o serviço esperado.","2026-03-14 04:20:42"
"200422","400422","600170","200478","5","Melhor profissional que já contratei nessa área.","2026-03-14 06:40:00"
"200444","400444","600702","200681","5","Fez um serviço excelente com um ótimo preço.","2026-03-14 10:49:46"
"200946","400946","600646","200084","5","Serviço impecável. Pontual e prestativo.","2026-03-14 15:08:21"
"200830","400830","600231","200784","2","Serviço de qualidade ruim.","2026-03-14 17:52:44"
"200605","400605","600316","200966","5","Ótimo serviço! Ficou melhor do que esperava.","2026-03-14 18:47:06"
"200781","400781","600872","200173","4","Melhor profissional que já contratei nessa área.","2026-03-14 19:24:40"
"200056","400056","600784","200826","2","Péssimo atendimento.","2026-03-14 21:11:17"
"200438","400438","600599","200867","4","Incrível, superou tudo.","2026-03-14 21:21:33"
"200606","400606","601217","200894","1","Resultado final deixou a desejar.","2026-03-15 11:25:59"
"200718","400718","600379","200707","5","Trabalho impecável, superou minhas expectativas.","2026-03-15 12:33:27"
"200436","400436","601057","200953","3","Bueno.","2026-03-15 13:53:53"
"200002","400002","600221","200859","5","Serviço de ótima qualidade, voltarei a contratar.","2026-03-15 14:50:50"
"200662","400662","600908","200841","5","Muito bom trabalho. Faria negócio de novo.","2026-03-15 19:27:05"
"200288","400288","601101","200999","4","Incrível, superou tudo.","2026-03-15 20:11:44"
"200611","400611","600102","200856","5","Perfeito, amei!","2026-03-15 23:54:49"
"200363","400363","600979","200465","4","","2026-03-16 01:59:47"
"200421","400421","601312","200064","5","","2026-03-16 03:07:31"
"200703","400703","600166","200516","2","Decepcionante, não voltaria a contratar.","2026-03-16 08:06:00"
"200839","400839","600779","200874","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-03-16 18:09:27"
"200994","400994","600518","200198","5","Adorei o resultado final! Muito profissional.","2026-03-16 22:38:19"
"200036","400036","600245","200645","3","Bueno.","2026-03-17 00:02:15"
"200999","400999","601075","200463","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-03-17 03:42:09"
"200656","400656","601189","200342","4","","2026-03-17 04:53:46"
"200884","400884","600203","200568","4","Melhor profissional que já contratei nessa área.","2026-03-17 07:25:38"
"200125","400125","601269","200104","5","Adorei o resultado final! Muito profissional.","2026-03-17 09:24:37"
"200669","400669","600050","200421","5","Melhor profissional que já contratei nessa área.","2026-03-17 10:08:36"
"200414","400414","600135","200645","3","","2026-03-17 14:19:19"
"200129","400129","601098","200274","5","Incrível, superou tudo.","2026-03-17 18:08:57"
"200311","400311","600113","200857","2","","2026-03-17 21:01:38"
"200859","400859","601053","200351","5","Cumpriu tudo o que prometeu. Excelente!","2026-03-17 22:33:21"
"200264","400264","600597","200654","5","Profissional sério e comprometido. Recomendo a todos.","2026-03-18 04:10:03"
"200200","400200","601474","200936","4","mt bom","2026-03-18 10:33:25"
"200244","400244","600751","200856","5","Incrível, superou tudo.","2026-03-18 19:09:39"
"200514","400514","600221","200221","5","Profissional sério e comprometido. Recomendo a todos.","2026-03-18 20:00:28"
"200170","400170","600875","200765","5","Cumpriu tudo o que prometeu. Excelente!","2026-03-18 22:56:06"
"200308","400308","601417","200533","5","Trabalho feito com muito cuidado e dedicação.","2026-03-18 23:27:35"
"200551","400551","600177","200657","3","Foi satisfatório.","2026-03-19 08:14:03"
"200048","400048","600278","200805","5","Cumpriu tudo o que prometeu. Excelente!","2026-03-19 08:28:26"
"200668","400668","601238","200015","5","Trabalho impecável, superou minhas expectativas.","2026-03-19 11:44:17"
"200113","400113","600911","200881","2","Não cumpriu o prazo acordado.","2026-03-19 11:48:33"
"200165","400165","600302","200827","5","Muito bom mesmo!","2026-03-19 13:23:30"
"200989","400989","601213","200046","1","Muito abaixo do esperado.","2026-03-19 21:26:29"
"200616","400616","601015","200218","2","Serviço de qualidade ruim.","2026-03-19 22:26:47"
"200293","400293","600038","200510","1","Muito abaixo do esperado.","2026-03-19 22:45:13"
"200495","400495","600616","200148","5","Preço justo e serviço de alta qualidade.","2026-03-20 00:09:26"
"200623","400623","600652","200774","5","","2026-03-20 04:04:24"
"200898","400898","601305","200585","5","Recomendo sem hesitar. Trabalho nota 10!","2026-03-20 12:01:00"
"200226","400226","601022","200737","5","Muito bom mesmo!","2026-03-20 16:11:34"
"200823","400823","601227","200902","5","Fez um serviço excelente com um ótimo preço.","2026-03-21 06:06:58"
"200906","400906","600923","200181","5","Serviço impecável. Pontual e prestativo.","2026-03-21 06:29:47"
"200700","400700","600379","200987","5","Muito bom trabalho. Faria negócio de novo.","2026-03-21 07:41:10"
"200361","400361","600417","200305","5","Muito bom mesmo!","2026-03-21 08:19:07"
"200674","400674","600457","200541","4","Serviço impecável. Pontual e prestativo.","2026-03-21 12:08:40"
"200583","400583","601188","200160","3","Cumpriu o combinado.","2026-03-21 15:37:17"
"200685","400685","601334","200195","4","","2026-03-21 23:53:25"
"200449","400449","600350","200632","4","Muito satisfeito com o resultado. Recomendo.","2026-03-22 06:37:52"
"200949","400949","600536","200269","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-03-22 08:28:39"
"200424","400424","601136","200352","5","Ótimo atendimento, serviço entregue no prazo.","2026-03-22 16:07:01"
"200161","400161","600687","200323","5","mt bom","2026-03-22 19:54:18"
"200171","400171","600653","200049","5","","2026-03-22 20:44:36"
"200462","400462","601356","200578","5","","2026-03-22 21:13:28"
"200929","400929","601101","200994","5","Serviço de ótima qualidade, voltarei a contratar.","2026-03-22 22:15:54"
